ID,Saxon,German,Webpage,Date,Source,Origin,Year,Tags,length
58,"„Himmel nah de Wänd!“ sue hot dr Geger vun Schnobelsreith scha seit verze Togn geflucht und gewettert. Sue oft‘r naus Holz kam, immer wieder hatten se ne e paar Tännle – und allemol de schännsten – weggeschnieten. Wue leichter drzu ze kumme war, aß de Baamle uhscheinlich wurn warn. Ober wos hatt‘s ne denn genützt? De Spitzbubn kletterten nu drfür nauf de grueßen Baamer und schnieten vun dene - ‘s war waßsettersch e wahre Sünd – de Giebel ro. Ach, när ann, när ann, wenn‘r emol derwischen könnt! Himmel nah de Wänd! Der sett drah glaabn müssen. Himmel nah de Wänd! När ann! Die Racker vun Spitzbubn mußten doch gerodzu wissen, wenn‘r nausgahng. Die mußten ne doch beabsolviern Tog e Nacht, af Schriet e Triet. Gott in Himmel, sue e Ärger!     Endlich hot‘r emol Glück. Vun weiten siehet‘r enn Kerl dorte in ne Stangenholz stiehe und waßsettersch druebn af‘r huehng, huehng Tann noch ann, noch sue enn Dinkerts. Stracks macht‘r drauf zu. Eh‘r ober bis nah is, hot ne der kerl unten aah weiskriegt, tutt en Pfietscher und kimmt nochert wie in gröss‘ter Fraad af man Geger zu. „Gott sei Lueb und Dank“, sogt‘r, „endlich kimmt e Mensch, endlich kriegn mer Hilf.“  „Wos machen Sie denn dohierte?“ fregt der Geger streng. „Ach Gott, iech und mei Freind, dr Edeward, mir wotten af de Heftelmühl, wotten uns Mehl bestelln af de Feiertog zen Backen:und nu sei mer do in den Wald neigeroten und haben uns verloffen und wissen kann Ausweg. Sie sei unner Rettingsengel. Gott, ach Gott, wenn‘s nu Nacht worn wär und mer hätten uns net zurechtgefunne. Mer hätten derfriern müssen alle beede, wie mer sei! Sie sei unner guter Engel!“  „Wos macht‘n der dort af dr Tann?“ fregt dr Geger noch e wing strenger. „Nu, des is ebn dr Edeward, mei Freind. Den ho ich doch donaufgeschickt. ‚Edeward‘ ho iech gesogt, du bist e wing gelambiger af ne Bannen wie iech, steig ner emol donauf af den Baam und schau dich im, ob de net irgendwue e Dorf oder e Haus oder enn Kerchtorm sehe kast, aß mer uns bekenne und wissen, wue mer sei. Mer kumme sinst in unnern Lebn nimmer hamm.“  „Koarl“, rief‘s itze wie zer Bekräftiging vum Baam ro. „Koarl, iech ka dr fei nischt sehe, nischt wie Baamer und Baamer.“ „Kumm när ro“, rieft‘r zen Koarl nauf, „dr liebe Gott hot enn Engel geschickt, der uns ne Weg weist! Gelle, Harr Farschter, Sie sei sue gut und helfen uns in unnern Malär?“  Und wie dr Edeward vum Baam ro geklettert is, do sterzt der aah af ne Geger und hält ne de Händ hie und sogt in alln Eifer: „Ach, ich waß net, wie ich Ihne danken soll, Harr Farschter! Ach, ho ich e Angst ausgestanne! Ach, mei Fraa und meine arme Kinner, wenn iech dorhierte hätt ümkumme müssen! Gelle, Sie seie sue gut und sogn uns, wie mer do aus dem Holz nauskumme!“  Wos wott dr Geger machen? ‘r giehet mit ihne beis nah ne Weg, wu se sich bekenne. Hunnertmol bedanken sich de Halunken noch. Dr Geger ober flucht und wettert be siech: „Iech Brummochs, kunnt ich net e wing sachterer machen, aß ich zwee Minuten speter hikumme wär, aß se drweile ‘s Baamel ohgeschnieten gehatten hätten! Die ohgefeimten Halunken, die! Wie wern se itze fer siech lachen über den alten Iesel, vun den se siech aah noch ne Weg weisen lossen. Himmel nah de Wänd! Na, ihr laaft mr scha noch emol neis Garn. Noochert genad eich Gott! Himmel nah de Wänd!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/christbaammauser/,2026-07-10,Louis Riedel,,,poetry,3285
59,"'s war in Novemmer. Schnee log noch kaaner, ober alla Tog' gob's  daarm Frost, un draußen 'rim war'n alla Baam un Baamle a'gereimelt vun vieln Naabel, dann's egal gob.  In settiger Zeit, wu 's 'n ganzen Tog meh' finster als hall is, gefällt 's enn in dr warma Stub' an besten. Un kimmt mr in's  Wertshaus, do is gemaangtlich eitel Lust un Spaß, un is gerod, als wollten da Leit' s Geengtaal vun Watter zammrichten. Asu war'sch aah ball alle Ohmd bun alten Zappen, wie daar senn Raah'schank*  hatt'.  s' Bier war gut un aah a Haufen lustiga Gäst war'n egal do. Wenn a neier 'rei' kam, hot 'r gemaangtlich über da grausame Kält' geklogt, sich awink an Ufen drwärmt un drnoochert enn Platz aufgesucht.  Dr Ufen war gruß, in ena Zwischenmauer 'nei' gesetzt un musst' Stub' un Stübel drwärma.  Feiering un Ufenrähr' war draußen in Stübel.  Da Tür' do 'naus war egal auf. Wie sa nu do ihre Schnoken un Straach' sich drzöhlt hatten, gahng zrletzt aaner noong annern fort. Neer da vier Schofkoppspieler macheten noch a paarmol 'rim. Draußen hatt' sich a Wind drhuum un  mr spüret 's an dr Stuumtür', wie 's kalt 'rei' pfiff. “Traugott, mach' dei' Haustür' zu, 's werd kalt an da Füss'!""""  Daar giht aah ge1ei' 'naus, ober aamsu geschwind kimmt 'r wieder.  “Dunner-Regement!  sa hoom mr da Haustür' wackgetroong!"""" schreit dr Zappen. Alla lachen un renna 'naus. Sa war wack. In ganzen Haus wur' gesucht, ober 's war kaa' Haustür' za finden. Latarrn wur'n a'gezünd' un off da Gassen un Stroßen 'rimgesucht... immasist. Dr Zappen musst'  da Kammertür' 'na' laahne'  un hot drweil da Schnitzbank 'na'gestemmt. Früh  imma Achta 'rim stahnden a Haufen Schulgunga un -maad' Markbrunna 'rim un schriern:“Do drinna schwimmt a Haustür 'rim!""""  A  Nachbarschgung' loff za geleing Benna zum Zappen un hot' n gehuult. Daar war fruh, doss sei' Haustür' wieder do war un saht' bun 'Rauszieh'  aamol über 'sch annera:“Vermoledeita dumma Gunga-Straach'!""""",,https://www.sachsen-lese.de/streifzuege/mundartliches/da-haustuer-in-wasserbottich/,2026-07-10,Christian Friedrich Röder,Annaberg,1904,poetry,1930
60,"Heit is der Heilge Obnd ihr Mad, kummt rei, mir gießen Blei! Fritz, laaf geschwind zur Hannelies, se söll beizeiten rei. Mer hobn ne Lechter agebrannt, satt nauf, ihr Mad, die Pracht! Do drübn bei eich is aa racht schie, ihr hatt a Sau geschlacht. Ich ho mer aa a Lichtel kaaft für zweeazwanzig Pfeng, gieh, Hanne, hul a Tippel rei, dr Lechter is zu eng. Kahrl, zünd a Weihrichkarzel a, doß nooch Weihnachten riecht, un stell‘s nær of dosScharbel dort, dos unnern Ufen leit. Lott, dorten uf der Hühnersteig, do liegt menn Lob sei Blei, ober rafel net ze sehr dermiet, sist ward der Krinerts schei. ´s Masvolk hot sei Frad an wos, sei‘s aa an wos es will, mei Vater hot‘s an Vugelstelln, der Kahrl, der hot‘s an Spiel. Ich gieß fei erscht; wan krieg ich dä? - Saat har, en Zwackenschmied! De Karlin‘ lacht, die denkt wuhl gar, ich mag ihrn Richter-Fried. Mir hobn aa sachse Butterstolln, su lang wie de Ufenbank, un wenn mer die zamm gessen hobn, do sei mir alle krank. Mir hobn aa Neinerla gekocht, aa Worscht un Sauerkraut; mei Mutter hot sich ageplogt, die alte gute Haut. Fritz, brock de Sammelmillich ei, nasch ober net dervu! Ihr Gunge warft kenn Raspel * ro ins Heilig-Obnd-Struh! War gieht do übern Schwammetopp? Nu, Henner, härschde net? Wenn nær der Vater kumme wärd , do mußte geleich ins Bett. Na, horch når mol in Ufentopp, dos Rumpeln un dos Geign! Na, wenn‘s nær noch winseln tut, denn siest bedett‘s noch Leichn. An Heilig-Obnd im Mitternacht, do läft statts Wasser Wein, wenn iech mich når net farchten tät, ich hult en Topp vull rei. Ihr Kinner, geht ins Bett nu nauf, der Sager zeigt schu as! Ob mir Weihnachten wieder derlabn? Wie Gott will, su geschahs!",,https://www.sachsen-lese.de/streifzuege/mundartliches/das-heilig-obnd-lied/,2026-07-10,Johanne Amalie von Elterlein,,,poetry,1673
61,"In ener Gneibe sizd gemiedlich E Droschgengudscheer bei sein Biere. Sein Droschgengaul schdehsd mid'n Wahchen Gans friedlich draußen vor der Diere.- Da gommd uff emal uffgerehchd E gleener Junge reingefehchd Unn brillsd, daß m'rs heerd dorch's gansse Logal: »Herr Gudschserl gommen'se fix emal! Mit Ihren Färde is was bassierd, Das fiel äm um wie von Schlahche geriehrd!« - Da schbringd der Gudscheer uff unn meend: »Lausejunge! Du hasd dich wohl drahngelehnd?«",,https://www.sachsen-lese.de/streifzuege/mundartliches/das-schdargge-faerd/,2026-07-10,Robert Zimmermann - Säk‘sches Gemiese,,<1936,poetry,461
62,"Du Ficht ofn Fels, verknöchert, verwiemert wie Sta, siehst wie a Denkmol huchdrubn, su stolz un su raa. Hälst treie Wacht, trotz schlachten Watter un Wind, in Eis un Schnee, wenn rauer Winter rakimmt. Als Wärter guckst de weit über ne Wald, dr Vugelgesang vun unten naufschallt. Dir jubelt allis freidig un dankbar nauf, Dei Ablick weckt in jeden a Harzenslust auf. Su wie de Ficht gewachsen, su huch un su frei, su söll der Arzgebirger im Harzen aa sei. De Wurzeln tief un stark in Ardsbuden treibn, der Hamitscholl in Trei sich ewig verschreibn. Wie de Fichte ne Felsen su eng ümfängt un fest un zäh sich immer höcher nauf drängt, su söll de Lieb in unnern harrlichen Gebirg gefördert warn, die Harz un Gemüt in sich birgt. Fall net gleich üm, wenn der Wind a bissel mol gieht. Stieh felsenfest, wenn de Sorg ins Stübel eizieht. Mach‘s wie de Ficht, huchdrubn of windiger Höh, die eitel stieht im Sturm, Gewitter un Schnee. Sei darb un wahr, wie de ganz alte Ficht, die ihre Nahring aus‘n Felsen bluß kriegt. Sei immer standhaft, tief verwurzelt un fest, dos is fürn Arzgebirger ewig das Best.",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-ficht-ofn-fels/,2026-07-10,Albert Schädlich,,,poetry,1095
63,"De Gläser-Minel war als gunges Ding bei aaner Wittfraa in Schwarzenbarg, die de drauf sohch, doß se ihre paar Pfeng zammhaltet un, wenn se wos überlaa hatt, geleich ofs Rothaus nei dr Sparkasse troget. Wie se noochends älter wur un‘s erschte Mol ne Tanz gang, hatt se sich staatlich agezugn, Patterle aufgenöht un Schlaafen agesteckt, su doß se salberscht ihr Frahd über ihr Gedinglich hatt. Drüm stellet se sich aah of‘n Tanzbuden braatbaanet hi, doß se alle saah kunnten. Ne annern Morgn fröget de Fraa, wie es gewaast wär un ob se aah emol miet getanzt hätt. Do sat se: „Schie war‘sch, ober getanzt hob ich net.“ „Nu, is kaaner kumme?“ saat de Fraa. „Eiju, e ganze Hetz gunger Bossen kame. Ich wollt mer oder doch mei schiens Zeig net zerknietschen lossen, drüm sat ich zu se: ‚Net agreifen! - När besaah!‘ “",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-glaeser-minel/,2026-07-10,,,1901,poetry,811
64,"""Dr alte Kleber hot mit Strueh, Erdepfeln, Holz, nu, überhaupt mit alln miegling Schockteifelszeig gehannelt. Emol, kurz vur Weihnachten, begegnt’r ne Barthels August. Der hot dübn ben Schnorrsch handgestickt un fregt ne Kleber, ob’r ne net af de Feiertog enn Gahsbecht versorgn kännt. „Eijo“, hot dr Kleber gesogt, „den kast de scha kriegn.“ „Ober recht fett, gelle? Un gung! Nu, de waßt scha.“ „Loß miech när machen!“ Und dr August hot aah sei Gahs kriegt. Schie grüß und aah net ze teier. Un Fett log uebndrauf wie dr Schmer vun erer gungen Sau. Und ne August is scha urdntlich ’s Wasser dinne Maul zammgeloffen, wie’r drahgedacht hot, wos dös nu fer e Feiertog de Gahs zugesetzt hot, hot ze ihrn Mah gesogt: „Du, August, ’s werd doch emende kaa alte sei? ’s kimmt mr fei ball sue vir.“ „Ge, Schof“, sogt dr Mah, „iech ho doch extersch e gunge bestellt. Und afm Kleber, do kah mer siech drauf verlossen.“ De Fraa hot ober recht gehatten. Wie se gegn Mittig mol mit dr Gabel prowiern wott, ob de Gahs nu bald miet waach is, do war’sch’r ackerat, wie wenn se nei enn alten Schaftstiefel stechen tet. Und wenn se net fix noch e weng Salzflaasch gekocht hätt, hättense gottstrahlex nix ze essen gehatten. „Inusse“, hot dr August gesogt, „tust se halt noch e weng braageln lossen, die schmeckt morgen aah.“ Ha, pfeifele! Dr Gahsbecht war aah ne zwaaten Feiertog noch zach wie Schuhleder. Erscht ne dritten gahng’s sue halweg. Nu haaßt’s doch, wenn aaner schlecht gemacht werd, do klinkt’s den dinne rechten Uhr. Nu, do muß ober ben alten Kleber fei schie gesormt haben, sue hot’n sent dr August schlecht gemacht. Alle schänn Nääme ausn zoologischen Garten hot’r ne gebn, und nu vollings, wenn’r ne när mol selber treffen wür. Ober do wott’r ne erscht de Levitten geign! Und endlich, ’s gahng ober scha sue sachte af Uestern zu, do hot’s emol geklappt. Und dr August sabelt na un sogt: „He, Kleber, kast de mr net noch sue e gunge Gahs versorgn wie ze Weihnachten?“ „Wos“, sogt do dr Kleber, „scha widder? Wart du när, bis de de erschte waach host!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-gunge-gahs/,2026-07-10,De Neideitel,,,poetry,2046
65,"Letzte Flieche, horche mal:  Mache nich soviel Schgandal!  Habb dir zwar drei Lähm versprochen.  Genne Glabbe därf dich bochen,  Awer, dafier musste mir  Dankbar sin aös artches Dier.     Sause mir nich mit Gebrumm  Egal um de Ohrn jetzt rum!  Denn mir Menschen, weeßte, Gleene,  Hamm geen Sinn fier solche Deene.  Nee, das is uns änne Gwal.  Also merk dirsch endlich mal!",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-letzte-flieche/,2026-07-10,Lene Voigt,Leipzig,,poetry,372
66,"Iech ho allen Regard vor sitten, die, wenn se mol nausgelossen sei in ene annere Gegnd un se kumme nooch enn Vertelgahr widder, blueß noch fremm sprachen un ihre Häämetsproch verlaagne un sich schame, su ze reden, wie se`s drhämm gelarnt haben. Do kimmt e Bauernschmaadel aus dr Benahmige zerück in ihr Dorf un tutt sich gruß mit lauter fremme Brocken. Se war be Berlin gewasen, kunnt när noch berlinerisch mit „mir“ un „mich“, mit „dat“ un „wat“, „varückt“ usw. Emol log dort in Huf a alter Rachen zen Grosrachne af dr Wies; un dar log, wie`s net sei sell, mitn Zinken odder Zähnen nooch ubn. Se tappt mitn Fuß an Zähnen rim un frogt de klääne Määäd: „Wie nennt man denn det Dingk hier bei euch? In Berlin heeßt man det ene Harke.“ Dodrbrei drückt de mitn Fuß aus Versah starker af de Zäh. Dr Rachen stieht auf, kriegt Schwungk, springt mitn Stiel in dr Höh un klatscht se nei de Vissage. „Ei, du verfluchter Rachen“, schimpft se wutig, „host mr ball`s Nosenbää neigehiebn!“ – Husch war`sch Vugtlännische widder do!",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-muttersproch-verlarnt/,2026-07-10,Gotthold Heinrich Roth,,,poetry,1016
67,"Jch weeß nich, mir isses so gomisch  Un ärchendwas macht mich verschtimmt.  S'is meechlich, das is anadomisch,  Wie das ähmd beim Mänschen oft gimmt. De Älwe, die bläddschert so friedlich, ä Fischgahn gommt aus dr Tschechei. Drin sitzt 'ne Familche gemiedlich, nu sinse schon an dr Bastei. Un ohm uffn Bärche, nu gugge, da gämmmt sich ä Freilein ihrn Zobb. Se schtriecheltn glatt hibbsch mit Schbugge, dann schtäcktsn als Gauz uffn Gobb. Dr Vader da unten im Gahne glotzt nuff bei das Weib gans entzickt. De Mudder meent draurich: ""Ich ahne, die macht unsern Babbah verrickt."" Nu fängt die da ohm uffn Fälsen zu sing ooch noch an ä Gubbleh. Dr Vader im Gahn dud sich wälsen vor Lachen un jodelt: ,,Juchheh !"" ,,Bis schtille"", schreit ängstlich Ottilche. Schon gibbelt gans forchtbar dr Gahn, un blätzlich versinkt de Familche . . . Nee, Freilein, was hamse gedan!",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-saeksche-lorelei/,2026-07-10,Lene Voigt - Säk'sche Balladen,Leipzig,<1936,poetry,863
68,"Wenn de Fichten ihre Spitzen krieng - weiß un rot un grün, wenn zum Himmel nauf de Lering* flieng in der Herrgottsfrüh; Wenn in Wald der schlaue Kuckuck schreit voller Lust un Lieb, wenn de Bossen** ginne off der Freit’ haamlich wie a Dieb; Wenn der Gager junge Fichten pflanzt stattlich in der Reih, wenn der Rehbock dreist üms Weibel tanzt uhne Angst un Schei; Wenn vun Himmel lacht der Sunnestrohl über Land un Leit - noochert bret’t *** sich über Barg un Tol allerschönste Zeit.",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-schoennste-zeit/,2026-07-10,Hans Siegert - Ernstes und Heiteres aus dem Erzgebirge,Erzgebirge,,poetry,482
69,"Dr Meinels Lob vun Stagrü, e alter Webermaaster, war kaa Dummer. ‘r hot viel gelesen und, wenn‘r in sann Wärkstuhl saz, drüber noochgedacht und sinniert. Dr Pfarrner und dr Lehrer haben siech gern mit ne unnerhalten und siech oft gewunnert, wue dr Lob seine Kenntnis her heet. Aß‘r oft aah bissig sei kunnt und manichsmol ann, af den‘r enn Pieck hatt, ordentlich ausgestraaft hot, des war in Dorf und in der ganzen Imgegnd bekannt. Nebnbei gesogt, ‘r hot fer sei Lebn gern geschnupft. Emol is‘r in Nachbersteedtel aufm Amtsgericht als Zeig virgeloden gewesen. De Verhannling is in schänsten Gang. Dr Lob werd aufgerufen, sogt – wie‘r vereidigt war – sei Sach aus und nimmt noochert, wie‘r ‘sch esue gewähnt is, aus seiner Schnupftobakdues e Pris. Des gang nu net ganz ahne Geraisch oh, und mer heet‘s in ne ganzen Saal gehärt, wie dr Lob die net ganz klaane Portiah Tobak hinnergezuen hot. Dr Amtsvirstand runzelt de Stärr und gibbt ne Lob ze verstiehe, aß siech sue wos vur Gericht net schicken teet. Do schaut mei Lob ne Amtsrichter ah und sogt: “Herr Amtsvirstand, iech ho scha in besserer Gesellschaft geschnupft.” De Leit, de wos dorte warn, mussten ah siech halten, aß se net rausgeplatzt sei. Ne Lob ober hot dar Spaß e paar Mark Ordningsstrof eigetrogn. ‘r heet sich ober watter nix draus gemacht und dodorch net as dr Ruh brenge lossen. ‘r war ebn – wie mer esue sogt – e Philesueph.",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-teire-pris/,2026-07-10,De Neideitel,,,poetry,1392
70,"I. Jn Winter, wenn's oft störmt un schneit,  wenn's wattern tut wie net gescheit,  wenn's Windwehe schmeßt bis ans Fanster ra,  deß mer oft net naussah ka,  un is's derzu racht pfarisch kalt,  deß mer kann Hund nausstußen  tut; ja do is's an schönnsten of der Ufnbank,  wenn is Pfeifel brennt, werd de Zeit net lang,  wenn is Feie prasselt, is's in Stübel warm,  do ka's wattern, deß Gott derbarm.   2. Un wenn mer obnd oft hutzen giet,  do is mer fruh, wenn mer 's Heisel sieht,  mer muß oft woten bis an de Knie,  ober 's is waß Gott, ganz schie.  Un kömmt mer nort ins Stübel nei,  haßt's ,,Willkomme, namm när Platz,  komm setz dich mit of der Ufenbank,  zünd a Pfeifel a, werd die Zeit net lang,  wenn is Feier prasselt, is's in Stübel warm,  do ka's wattern, deß Gott derbarm. 3. Un sitzt mer nort racht schie besamm,  do is Gemütlichkeit un Labn,  do werd derzehlt un Hetz gemacht   bis oft nooch Mitternacht.  Der Kaffeetopp stieht in der Rähr,  war will, dar schöppt sich ei,  un do setzt mer sich haltof der Ufenbank,  denn ben Kaffeetopp werd de Zeit net lang,  wenn is Feier prasselt, is's in Stübel warm,  do ka´s wattern, deß Gott erbarm. 4. Hot aner oft racht weit ze gieh,  do muß mer in«Winter viel ausstieh,  do zwickt's in de Händ un in de Ohr'n,  un der Bart is eingefrorn.  Oder kömmt mer ham, werd sich ausgezugn,  ne Schnee dan stampt mer o.  Udo setzt mer sich halt of der Ufenbank,  denn ben Kaffeetop  werd de Zeit net lang,  wenn is Feier prasselt, is's in Stübel warm,  do ka's wattern, deß Gott derbarm.     5. De Ufenbank die is aa gut,  wenn's derham amolgewittern tut,  wenn de Fraa zankt un net aufhärn will,  is der Ma ganz afach still.  Ar sogt gar nischt un denkt derbei:  Die härt schu wieder auf.  Er setzt sich halt of dUfenbank,  zünd't a Pfeifel a, werd de Zeit net lang,  wenn is Feier prasselt is's in Stübel warm,  ka se brumm,  deß Gott derbarm.     6. Un is mer in der Fremd, uje,  do sieht mer oft ka bissel Schnee,  vun Gemütlichkeit is aa ka Red,  un is Hutzengieh kennt mer net.  Do denkt mer freilich masnnigsmol,  is mer su a mutterl:  Ach wie schie is's derhamof der Ufenbank,  wenn is Pfeifel brennt, werd de Zeit net lang,  wenn is Feier prasselt is's in Stübel warm,     do ka's wattern, deß Gott derbarm.     7. Of der Walt do is schu immer asu,  do streiten de Leit, un hab'n ka Ruh,  a jeder will wos Bessersch sei  un bild't sich en Stiefel ei.  Do is's an besten, mer nimmt sei Pfeif  un lacht sich när ans derzu,  denn an schönnsten is's of der Ufenbank,  wenn is Pfeifel brennt, werd de Zeit net lang,  wenn is Feier prasselt is's in Stübel warm,  do ka's wattern, deß Gott derbarm.",,https://www.sachsen-lese.de/streifzuege/mundartliches/de-ufenbank/,2026-07-10,Anton Günther,Erzgebirge,1901,poetry,2645
71,"Uff eener Fußduhr durch‘s Gebärge  Da gahm ich mal vom Loofen madd,  Mid Hunger un mid Dorschd in Leiwe  In‘s Gasdhof einer gleenen Schdadt.   Ich saß fasd eene Värdelschdunde,  Doch ließ sich geene Seele sehn,  Ich rief unn horchde, ganz vergeblich,  Verärgerd wolld‘ ich widder gehen.   Da gahm in Ladschen, ganz gemiedlich,  E äldrer Mann zur Dhiere rein,  Mid eener großen, blauen Schärze,  Ich dachde: ´s wärd der Hausgnechd sein.   „Sieh!“ sahchd ich, ziemlich uhngehalten,  „gerade wolld‘ ich wieder naus!  Was iss‘n das hier for ´ne Wärdschafd?  Wer iss‘n hier der Herr im Haus?“   „Der Herr im Hause“, saachd der Alde,  Unn ward vor Schdolz unn Freide rod:  „Bin ich jezd! Denn seid vor‘schen Monad  Is meine guhde Alde dod!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/der-herr-im-hause/,2026-07-10,Robert Zimmermann - Aus Säk'sches Gemiese,Leipzig,,poetry,734
72,"Es mog fünf bis sechs Gahr har sei, do hobn se an der Kirch ne Putz ausgebessert, un bei dar Gelagnhat is der Kallich-Tav emol racht gahling ubn vun Baugerüst unten akumme. Sist hot er sich vor der Fixigkat sehr inacht genumme, wie dos abn Ehrnsach is für ne richtign Meirer. Die Sach war ganz afach. Der Tav hatt sich ubn agelahnt an ra Latt, die war locker un gob nooch, un menn Tav streichet‘s nunter, zum Gelück unten ofn Sandhaufen. Huch war dos Gerüst net, dodrüm hot‘s ne aa wetter nischt geta, ne Tav. Ober der Harr Paster, der gerod dortstand, war doch tüchtig derschrocken über das Unglück. Wie der Tav sich ober wieder of senne Ba stellet un der Harr Paster geleich en Schriet naging, hot‘r ne beruhigt un saht seelnvergnügt: „ Es is geleich üm zwölfe, ich hättt suwiesu runter gemußt.“ Speter hot‘s ne mol derwischt. Do broch a Brat vun Gerüst dorch, un drei Mann streichet‘s runter, ne Tav mit. Der Maaster hot geleich alles aufgenumme wagn der Versichering. Ne Tav betrof‘s ober net mit, dann hat‘s nischt geta, nær zwee annern. Ben Mittogassen erzöhlet‘s der Tav senner Alten: „Heit hättste bal a Leich eham kriegt! Vun Baugerüst hot‘s mich runnergehaa, aa e Meier-Lui un ne Pausch-Hard mit. Die zweea hobn sich a fei wing ausgewischt. Der Maaster hot‘s aa geleich gemaldt wagn der Unfallrente“. „Dich hot‘r net mit gemaldt?“ fröget sei Fraa. „Mir hot‘s doch nischt geta!“ „Na ja“, saht se, „wenn‘s emol wos zu verdiene gibt, do bist du natürlich net derbei!“",,https://www.sachsen-lese.de/streifzuege/mundartliches/der-kallich-tav/,2026-07-10,Albert Schädlich,,,poetry,1474
73,"A Kuckuck off an Zaune soaß, doo koam a Rajn u macht‘n noaß, Kuckuck. Derno koam wiedr Sunnenschein, dar macht‘n Kuckuck wiedr fein. Kuckuck, Kuckuck, Kuckuck, Kuckuck, Kuckuck, Kuckuck. Dar Kuckuck hubbt de Kroiz u Quar. Wu krieg‘ch ock anne Liebste har? Off emo woarn glei Dreie doo, und jede wullte senn de Froo. Do hoht‘s dann Kuckuck örscht gegraut. Ar soit: „A Nahst wörd nö gebaut! Läht ihr a fremde Nahster nei, do nahm‘ch euch alle dreie glei!",,https://www.sachsen-lese.de/streifzuege/mundartliches/der-kuckuck/,2026-07-10,,,,poetry,452
74,"Hach!"" seufzte Lieschen, ""lieber Baul -"" Un rang de gleen' ros'ch'n Hände - ""Wenn ich doch nur ä eenz'ches mal An deine Dreie gloohm gennte...!"" ""Beleid'che mich nich!"" saachte Baul Mit großer Geste; ""unerheert; Wie de nur so was saach'n gannst! De siehst, ich bin da ganz embeert!"" Un iewerhaubt...wie de nur bist...!!"" Voll Eifer sprach der junge Mann - ""Was zweifelste denn immerzu? Die andern gloohm doch alle dran...!",,https://www.sachsen-lese.de/streifzuege/mundartliches/der-treue-liebhaber/,2026-07-10,Käthe Kunze - Säk'sches Gemiese,,<1936,poetry,422
75,"Du schiene Schwammezeit, du bist de schännste Lust. Mr hot oft Glück, aa kaans, un wird darb ausgerust. Wer‘sch kennt, dan läßt‘s kaa Ruh, macht naus, eh der Tag abricht. De Gokeln allezamm sei früh ze Strich. Der Geschwulstlieb-Karl, der Schwamme-Lob, de Effer-Ros, der Ziegn-Gust mit, der Himmelhund, de Hackspaa-Christ, de Blindschleich un der Funzer-Lieb, der Schöpptopp-Franz, de Sparrgusch aa un noch zeletzt de Kögele-Fraa kriegn überol im Wald rümhar, suchn Schwamme vielerlaa. Gleich ubn an Kreizwag dra, wu‘s ofn Turm naufgieht, de Fichtle net ze gruß, de Haad an Rannel blüht, do stand a Stapilz ruh‘g drei Schritt bluß vun der Stroß, lacht unnern Fichtel raus: Eich pfeif ich wos! Der Geschwulstlieb-Karl, der Schwamme-Lob,  de Effer-Ros, der Ziegn-Gust mit,  der Himmelhund, de Hackspaa-Christ,  de Blindschleich un der Funzer-Lieb,  der Schöpptopp-Franz, de Sparrgusch aa  un noch zeletzt de Kögele-Fraa  sei allezam vorbeigelatscht  un hobn ne net gesah.   Er war ganz knüppeldick,  mit starken, weißen Stil,  mit schiener brauner Haub;  vun dar Art gibt‘s net viel.  Ar frat sich über sich,  lacht sich a alte Huck,  wie de Gokeln ümesist  sich ogehuckt.   Der Geschwulstlieb-Karl, der Schwamme-Lob,  de Effer-Ros, der Ziegn-Gust mit,  der Himmelhund, de Hackspaa-Christ,  de Blindschleich un der Funzer-Lieb,  der Schöpptopp-Franz, de Sparrgusch aa  un noch zeletzt de Kögele-Fraa  sei hammwärts aa vorbeigelatscht  un hobn ne net gesah.",,https://www.sachsen-lese.de/streifzuege/mundartliches/der-versteckte-stapilz/,2026-07-10,Albert Schädlich,,,poetry,1454
